Review,Rating,document
"amazing, im 16 years old went family others..and best time life..the night life isnt amazing..but relaxing amazing trip ive on..me friends going year, ps, dont believe haters..you got ta,",5,3182
"good value just 6 days punta cana resort club, resort not quite nice melia stayed year good value great time hightlights golf course spa superior located 10-15 minutes walk left 3 minute shuttle ride away, pool lovely usually, beach not overcrowded beach chairs pretty easy, ala carte restaurants meal plan surprisingly beautiful food better expected, la yola restaurant comes premium charming delicious place eat, buffet breakfasts cana restaurant terrace ideal, stayed standard room clean cool.not highlight service slow frustrating especially not speak spanish staff friendly tries, par dominican republic, charge drinks including water restaurants add 16 service charge tax check, little night outside evening managed avoid night.tips golf course does not ice cooler cart bring freezer bag room, free bottles water day ask avoid taking fridge charged, nature walk natural springs fish turtles kids enjoy feeling bread breakfast,",4,2765
"cramped cute really cute nice new remodel rooms tiny, thought cruise ship, open getting new bartender everyday close bartender felt like, worst beds awful, 23 years old woken morning hunched grabbing pain,",2,7225
"loved park plaza staff fantastic room comfortable breakfast lovely lovely breakfast room hotel restaurant exceptional, clean really nice stay, ca n't say bad time park plaza prenzlauer berg berlin, fantastic location tram right outside door close main train line,",4,9143
"best location definitive lounge/bar area, partner 13 year old daughter stayed royal ramblas 4 days april 2008.we family room single beds, great room lots space storage spotlessly clean.unfortunately room hotel did n't overlook ramblas view literally brick wall, decided not upgrade view day, upgrade worth considering intend spend longer periods time room however.we barcelona time manchester united semi final champions league match barcelona, partner daughter disappointed hotel did not prescribe tv channel broardcasting match think footy fan want watch local match tv hotel room.our negative comment hotel no designated private comfortable lounge bar restaurant areas, sliding door restaurant bar door poma, food good expensive open general public distracted cosy intimate atmosphere quintessential lounge/bar expect 4 star hotel, overall good hotel stayed better 4 star hotels, probably n't stay lounge/bar/restaurant arrangements,",3,8315
"laguna hi, just doing review laguna, better time time, upgraded lagoon access studio room best, service best remembered staff given royal treatment, relaxing place just relax know, staff taken places look work doing better adopt impressive, dubai feb trip laguna year best relaxation chill, new photos room like candid traveller shots hotels really like post soon.bye,",5,15456
"doubletree ok no problems, great view airport rooms beware glass elevator high storey room quite way, breakfast good evening angus burger restaurant not recommend, overall staff helpful airport shuttle available 24/7,",4,462
"nice no air conditioning decided stay conde duque trip advisor traveler reviews, friend nice room overlooked street park night unfortunately hear people talking cars echoes adjacent buildings.the main problem not air conditioning turnedon, thermostat allows air circulation notcool air, kept window open quite noisy.we changed room inside room remainder stay windows open cool air, happened helicopters flying building good night choice no cool air helicopter sounds.the location close metro dull sleepy madrid like residental area area noisy tourists, n't mind sleeping open windows warm room just fine.nice lobby helpful staff, breakfast corner local bars hotel buffet expensive not includedin room rate,",4,5662
"breathtaking design statement just returned wonderful time langham place ca n't rave, bold decision build modern design statement hotel non-tourist type environment-but works, hotel spells attention edgy floral arrangements wonderful smell ginger flowers wafted public areas bought bottles stuff home presents, lounge/bar area jazz cool want shop upscale grab starbucks multistory brand new shopping mall attached, eat locals shop markets just step outside door ladies market just corner, rooms hong kong small comfortable plasma screen tv wall huge rain shower glass sink bathroom, people room husband son queen twin beds plenty room luggage small-good utilization space, isnt hotel stay looking harbour views breathtaking view city loved neon frenzy just outside hotel, mongkok station attached langham shopping mall want use hong kong great public transport avail inexpensive taxis lobby entrance hotel, really enjoyed time hotel no hesitation recommending,",5,16190
"best experience, hotel simple yes staircase steep worth, location brilliant view cute staff just absolutely amazing great friends real good time, room stayed n't exactly luxurious needed really clean no complaints, overall say excellent choice good value money plus came extra friends good, recommend nadia hotel,",5,9671
"just needed looking clean wife allergies safe town close attractions transportation reasonable cost, usually stay hampton inns, happy choice hotel, staff helpful, did not eat breakfast hotel not big breakfast eaters wanted going morning, pastry shops small grocery stores blocks, metro trip louvre easy, afternoon walked musee d'orsay took dinner cruise left dock seine musee la marina bercy,",5,14079
"nice place central location main entrance hotel actually 41st st. easy miss big askew clock middle busiest block 42nd 7th 8th aves, rooms 23rd floor lobby 21st dedicated elevator, got late told room n't ready, took cell number said, did 1 pm, baggage check ground level, getting key took line desk.the room 23rd floor bright clean spacious desk lounge chair 37 flat-screen tv used local weather, big window lets lots light offers decent city views, no street noise 42nd st. talking, nice-sized closet real hangers cloth bathrobes, slipped shower, mentioned check-out clerk told asked mat want mind.a passable exercise room cc mezzanine level not 23rd floor stated hotel guide room, business center 2.99 plus use computer.the location great short walk subways times square theater district restaurants et, al, biggest problem negotiating way crowds street, place priceline pretty good bargain,",4,5726
"felt like home away home spent 4 days business trip extremely pleased accommodations amenities, booked based positive reviews trip advisor price reasonable london quality rooms long day work running pleasure come comfortable spacious immaculate room relax, choice breakfast foods wide absolutely delicious including coffee not alway best hotel restaurants decor hotel rooms lounge area smart stylish pretentious overly modern, location blocks marble arch oxford street away crowds genuinely felt coming neighborhood despite small hotels restaurants immediate vicinity, hoped try pub corner fish restaurant block managed lebanese restaurants nearby edgware road.all hope return time london business pleasure,",5,19687
"love decided year tropical vacation visit dominican republic, friends visited aruba turks jamaica st. thomas puerto vallarta, resort perspective best.it beautifully decorated designed food great love stir fry rooms best years.the pools huge nice, casino nice won little not crowded, bowling alley open did n't bowl, disco sort hip fun, no problems staff, tried teach spanish fun.now best entire trip mike cafe, not sure type coffee used think best coffee, think just stayed entire trip understand various people various opinions read comments just wonder level expectations, vacation book ocean try resort just flow, problem arises understand no tropics does rush, just does n't happen, mind understanding say thank, wonderful time.i definitely definitely definitely resort yes coffee carries alot weight decision really best coffee fun,",4,17968
"round fantastic hotel just returned 4 night break san gallo palace impressed, previous trip advisor reviews swung choice reading negative reviews late concerned not live, not big walkers yes walk good 20 minutes main hub things compact layout city just added experience felt did'nt miss, fact really liked fact hotel bit doubled nice escape constant hustle bustle main area, hotel reception staff excellent helpful polite spoke excellent english, provided train times flight info local recommended restaurant details pleased, housekeeping excellent half said seen taps polished shiny, waiting staff breakfast amiable bellboy happy store bags day checked flight not evening, room large rare european city hotel bathroom fantastic added bonus balcony nice touch.there places eat alfredo restaurant just corner ca n't face heading town evening meal, ate twice looked suberbly waitress enjoyed cosy atmosphre food immensly, 8.15pm pushed table popular especially locals good sign, food die definately best florence bold statement places high standard.over recommend san gallo palace planning trip florence, n't let walk coped,",5,14527
"great hotel toronto great hotel located main street close proximity shops restaurants hustle bustle town, hotel really tries showcase class hotel building older, desk friendly helpful, rooms decked suites separate living room bedroom, rooms flat screen tvs aveda toiletries, snacks like popcorn candy choose, snack bar definitely different just run hotel, evening bring complimentary cookies bottled water, anniversary left box chocolates thinking pleasant stay, parking garage cheapest parking prices city too.the downside say n't pool walls living room blocks noise no breakfast buffet waiting long time elevator, minor things,",5,4199
"friendly staff good location away cold snow went seattle, hotel decent location downtown core extremely high parking rates finds seattle, staff friendly helpful,",4,2166
"just terrific hotel keppler fabulous boutique hotel, location great centrally located quieter street not noise, rooms well-decorated spotless, loved hotel definitely stay time paris,",5,10286
"points stayed 5 nights price food bit high n't use mimi unless u credit card, nothing hotel great location right darling harbour easy access sydney ferry bus, great pubs food outlets near u want eat, best priced food star city casino brigde u member great discount food worth doing u n't gamble,",4,11990
"great hotel grat location just returned spending days spain stop madrid welcome couldn__t better, hotel not big greatly located just couple blocks palacio real plaza mayor, room stayed decorated kind small good surprise tha didn__t say breakfast included reservations arrived turned good surprise specially good variety food, definitevely recomend hotel good price ood location,",4,19788
"budget hotel great location hotel not bad worst ones stayed italy, great central location right near duomo, price right fairly clean, change rooms restaurant burned steak room smoky, later night 1 a.m. group women apartment not hotel drinking wine laughing talking loud, not shut window nor lower voices, room yell shut did n't work, experience n't unpleasant sure hotels great location good value, budget-minded no-frills back-packer type place hotel delivers,",3,12723
"great deal just returned 1 night stay w/the bc package, 289 w/2 breakfasts 1 bdrm.much better waldorf price.we happy w/the room, bathroom isa little tight finished, bar anddining room nice, drinks breakfast, staff accomodating.everything asked sent quickly, including room service coffee pastries, high floor room no noise problems, people elevator complained noise street lowerlevels, 2 girlfriends travel worldwide stay 5 star usually allimpressed, pillow menu nice touch isthe pleasure attitude staff.we year girl weekend,",4,6430
"fantastic service shame pool shade, stayed holiday en route oz using spg points great experience, got upgraded floor service rate especially concierge.internet bar 4th floor free contrary review here.the room outstanding terms cleanliness size complaint shower flooded bathroom time pressure great os long hair pool building shade midday, n't crowded stayed.if holiday hk relaxing recommend hotel away hustle bustle right bus station need city know no disturbance,",4,15773
"nice hotel stayed 4 times flying west coast land sj late, easier just book bw airport leave early morning islands, agree hotel overpriced regular standards airport hotel expensive regardless class hotel, hotel clean little restaurant good sandwiches caribbean beers breakfast good not having slightly offerings similar hotels, maybe poorer reviews bumped flights, little testy, beds little firm personal preference wife fine, drawback appeal airport, certainly no view not ambiance price expect best western clean convenient good service, booked hotel extended stay deserve certainly fine overnight stay unless teed circumstances,",4,17484
"great place stay florence booked hotel night needed room 3 adults, hotel accommodating actually gave family suite available, apologetic thing available main floor, definitely nothing apologize suite huge exceeded expectations, room clean high ceilings painted beautiful murals.we wanted michelangelo david right corner hotel hotel reservations day arrived, seeing line place especially minute hours long huge help, hotel booked tour uffizi gallery huge wait museum just long david not longer, hotel did not charge make reservations no extra charge.on day gladly held bags checkout no extra charge took day continue exploration city.i pictures post finish sorting, overall great experience definitely stay come florence,",4,16671
"loved hoxton hoxton hotel real london got expect design hotel nice lobby fashionable friendly restaurant perfect trendy location nicely designed rooms cheap paid average 75 euros night double hostel.i definitely warmly recommend hotel nice lovely shoreditch area near old street tube northern line.ask, possible room 5th 6th floor quiet nice open view,",4,19844
"great vacation great location just returned 8 day vacation grand paradise resort, not asked better place, no problem checking hotel, hotel staff goes way help, enought food, enjoyed steak italian resturant alot, drinks good, went excursions worth money, went jet gum 4 wheeler rides catamaran tour, thing took 2 hours catamaran not aware, meet nice people look forward going soon, weather perfect,",5,12570
"negative reviews lightly nervous trip punta cana reading bad reviews remember negative reviews positive reviews, iberostar stop airport fantastic, let check immediately did not expect 12 noon took room, room great like resorts mexico caribbean, pools great, did little noisy time time stayed northern good shape, need early seats hot spending time water, beach beautiful water bath water warm, food pretty good not fantastic not bad consider picky, plenty evening entertainment, highly recommend place looking good weather relaxation day fun evening not crazy, wanted extend trip, mid thirties,",4,3620
"great place second stay, okay let boutique hotel exhaustive review property earned fair shake, trip hong kong likely visit start looking prepared pay stay, importantly n't complain pay, great thing hong kong opposed shanghai money value, despite paying service wanting e.g, westin paying rooms view n't e.g, westin shanghai hong kong great hotels great places like admiralty central areas, prepared pay harbor view bite lip shell dough, money worth pleased.however second fourth trip hong kong rosedale park like royal park sha tin real treat, property clean whistle situated close trams endless tramming pennies close bus stop cheap rides town peak 15 star ferry 8, elderly cognizant staying little wonder require fair walking unless local cabs ready waiting used quick trips shopping areas reasonable proximity times square island area, n't discouraged hotels require little hoofing, rosedale park park lane junior suite rosedale better deal standard room park lane, likely priced comparably junior suite far superior deal, park lane appears deceivingly better deal rosedale park simply shines, great fish venue right street reliable steakhouse right corner, 7-11 close, junior suite rosedale great deal perfect stays days, local grocery store 5 minutes away water coffee bananas oranges simple staples cookies purchased defray unnecessary expenditures, junior suite superbly equipped microwave ironing board electric coffee/tea pot safe bar sink internet access tee-vees, bathroom kind small not room swing cat immaculately clean towels fresh everyday friendly plump, rosedale like royal park hotel great value, staff desk great concierge guys door invest aloha shirt learn hawaiians chance make impression, overall great wonderful place stay hong kong especially know way, n't ride trams buses learn layout head rosedale little home away home, rosedale gets good grade, nicely comfortable, hint ask southwest northwest views try 25th floor, priceline europe provided great rate, rating dough deal rosedale big winner,",4,15045
"excellent choice afternoon tea, afternoon tea rose lounge, truly tranquil setting heart london, tried reservation usual tea-rooms booked, good alternative, intimate surroundings touch class, excellent value money came feeling refreshed ready theatre, excellent harpist played added ambience, worth,",5,10540
"excellent little hotel husband stayed acte v hotel 3 nights happy accommodations, room clean comfortable quiet facing away rue monge, paul ana claudia desk helpful friendly, location great close notre dame metro stations rue mouffetard lots restaurants cafes, definitely stay,",5,10584
"fab stay dam just got 3 nights staying amsterdam art thoroughly loved hotel amsterdam.the hotel outskirts town best way airport train central station bus stops right outside hotel, number 48 bus got runs regularly midnight 353 night bus, ask driver stop hempoint directly opposite hotel cross dual carriageway hotel ca n't miss bright coloured cows, buses hotel regular 15 minutes peak times, got central station crossed road tourist information bought 2 48 hour amsterdam cards allow travel buses trams metro free free entry wide range musuems good value, 24 72 hours, card valid use, hotel fantastic room looked just like pictures taken reviewers, toiletries stocked day lovely shampoo, fabulously huge bed great pillows huge bath good shower, nice purple sofa, view not great cares room long hotel safe quiet place night no worries having deal drunk people, did problems key card not working 2 days just went reception dealt, 2 mugs day 1 mug hardly massive issues, did not breakfast hotel 15 euros thought bit steep went town snack places, did eat bar evening food good beware ordering burger does come rare n't ask, bottle wine 20 euros.tips- train blue seats class make sure sit green seats.if planning madame tussards dungeon tussards missed 50 dungeon.the dungeon not faint hearted tour interactive n't want spoil suprise worth penny, anne frank house great step history people read diary, booked timed tickets online avoid queues, heineken brewery good visit 3 halfs lager free gift, got number 24 tram station 16 stops just bridge ca n't miss, van gogh musuem rijksmusuem excellent morning, trams 16 24 heineken brewery follow canal right brewery- ca n't miss rijks majestic, diamond museum good canal cruise nearby, red light district did offered drugs just walking ignore unless course want, wear comfy shoes, took flip flops paid price walked 6 miles day, dutch friendly got help directions asking, loved going soon,",5,9091
"fashionable small trendy designer-style hotel beige-brown modernist furniture walk-in shower budget paid just eur 75, ideally located near bahnhof friedrichstrasse connections city come tegel underground exit oranienburger strasse closer, deutsche theater just corner, moment construction site opposite rooms not 100 soundproof previous reviewer said noisier places, drawbacks rooms small toilets separate contrast shower basic, bath area fashionable aspirations bur bit reminiscent en-suite student accommodation area invested bit,",4,20276
"does n't better, stayed ritzs bellevue phila ny hyatt marriots nothing compares affinia dumont, husband just stayed night, mentioned online reservation celebrating anniversary, arrived check welcomed happy anniversary desk staff, immediately upgraded corner suite 34th floor large room amazing views city aveda bath products dozen pink roses compliments hotel, just does n't happen not rich famous, moment stepped time left stay phenominal, spa great breakfast barking dog tasty, andrey desk helpful, got reservations great restaurant hailed taxi, treated like royalty, people watcher noticed guests treated way, referred gentleman said stays dumont nyc, unfortunately great reviews probably tough reservations ca n't imagine staying,",5,14690
"exceptional service, currently staying westin excelsior florence middle week holiday italy, hotel beautiful lobby room, room standard rooms believe nice size entry foyer storage luggage separate bedroom nice size bathroom room 150, room decorated style appropriate florence tasteful elegance, staff amazing gracious professional, concierge staff amazing advice cheerful attitude, definitely choose hotel,",5,4957
"fun sun spent 3 nights marina barcelona fantastic holiday rooms large clean air conditioned, great location opinion sampling congested hotels la ramblas not mention seedy people hovering evening short walk port dozens restaurants pubs clubs open 5am short walk home, great younger people looking wild weekend, friends not fit cagegory did best, returning,",5,14035
"quite simply charming romatic luxurious places venice fiancee stayed 6 nights, memorable time, quite perfect, spot property cobbled street looks warm inviting better photos website, reception staff welcoming charming request met smile prompt response.we stayed luxurious room generously sized great marble tiled bathroom opulent, view room wall did not hinder stay common accomodations venice.the breakfast included fine european hotel advertised american breakfast best hotels venice, definitely, staff nice satisfy,",5,14437
"good time sirenis girlfriend visited nov. 12th-26th, great holiday overall sirenis enjoyable, resort actually identical hotels cocotel tropical suites combined, resort way little bumpy roads hotel nothing outside hotel hey inclusive, grounds buildings really nice clean tidy, beach not white sand sea n't crystal clear nice tropical, did rain evenings days great catching rays, reception early want book eat 5 speciality restaurants worth, entertainment good, service generally good entertainment staff friendly reception staff, pool best complex huge swim bars activites section queiter, finally booked standard room cocotel ended accidently tho think suite tropical, brilliant,",4,13053
"garden eden resort best stayed, husband stayed 9 june 15 june, mid 40, staff friendly helpful resort kept clean hospital, checking 10 minute stop checking easier, eat ala carte restaurants make 3 reservations time, men wear long pants restaurants, buffet areas open swimsuits shorts skirts tank tops wraps, buffet food pretty good different variety casabe pretty everyday mare, mondays beach buffett rained cancelled, really suggest upgrading vip status, rooms beachside beds worth, vip 20 minute massage 1 hour motorsport use consists banana boat ride boat ride sunken ship just rusty ole boat, problem 1 hour ticket used banana boat ride lasted 15 minutes, not credit 45 minutes, internet use, hour pp use time, resort dinner free vip la cava, meal absolutely fabulous, husband ny steak ate grilled lobster tail, lot food, beach 30 topless women european no biggie, american men excited, pool, swim bar nice addition, recommend resort looking laid place enjoy, ca n't wait,",5,16786
"interesting comfortable base seattle really enjoyed time, interesting decor unique touches, super clean tidy bathrooms shared spacious clean available, breakfast adequate fresh simple quite healthy nice change usual cardiac inducing breakfast fare served hotels, definitely stay,",4,75
"average hotel average price stayed hotel prins hendrik 3 nights june 2005. room clean spacious unusual design stairs climb soon enter, appreciated tea coffee making facilities normally standard hotels.location good lots building work immediate vicinity quite noisy times,",3,10717
"dont bother trip france italy greece following conference athens say doubt worst hotel stayed, word caution- dont confuse house liberty liberty totally different hotel, did paid price, whilst centrally located thats end positive hotel, staff unhelpful, room average poor bathroom, absolute disgrace linen towels changed 3 days, stated included small pastry coffee snack bar road, office locked 5pm sign office staff problems'- phone hotel inside office, long time various negative regarding hotel, dont regret,",1,10213
"nice location comfortable hotel enjoyable 2 night stay slightly marred slow check process way nickle dime service, arrived early check obligingly stored luggage gave map helpful advice loaner umbrella, completed thought check paperwork went exploring, returned offically check deck clerk overwhelmed took 30 minutes finish processing check room keys did not work, seriously answered phone 7 times waiting, went russel crowe ripped hands.that room nice quiet comfortable, air conditioning adequate little warm coldest setting, bathroom good size toiletries crabtree evelyn generously replenished day, pre ordered fruit plate big mistake, amounted 2 apples dull knife, apples elevater landings lobby free, charge connecting internet daily hourly use business center charge minute charge page printing, not run handy print boarding passes peeved.we loved location pretty boulevard easy walk beautiful vondell park, museums easy walk buss.we did not use hotel dining room menu did not appeal excellant expensive dinner hilton door.i recommend hotel lovely location just forewarned need internet access n't buy extras,",4,5623
"wo n't dissapointed reading recent reviews feel write, husband 2 teenage children just spent fantastic weeks punta cana, reception staff good speak english problem safe fixed half hour, ok not staff speak fluent english guests foreign country not staff upgraded junior suites arrival great spacious, minibar filled daily coke fanta beer water large bottle water coffee making facilities.the maids worked hard kept rooms clean odd towel art aswell.the grounds beautiful gardeners maintenance men day.the food lovely fussy eaters somthing, yes buffet bit repetitve impossible not repeat dishes variety lunch time evening, fed speciality restaurants oriental definately worth try, fresh juices breakfast omlettes fab, 5 7 days bbq beach lunch takes fancy sangria cocktails dancing, want food like home there.the entertainment team work hard day night energy amazing especially jordan danny, yes evening entertainment bit hit miss languages cocktail laugh really n't like bar, beach party beach weekly great fun involved holiday enjoy, pool area lovely cleaned morning no problem beds anytime day, pools domincana slightly deeper cooler fab.the beach picture postcard soft white sand clear blue waters plenty beds not shade pool high factor sun cream gets hot.this hotel definately worth going returning soon,",5,18691
"fantastic hotel, stayed hotel 4 nights definitly, friendly staff great room stay pleasurable, room great spacious nice view space needle, staff friendly no complaints, room service bit pricey, starbuck located door italian does takeaway, overall hotel rated 5/5,",5,19611
"miramar offers outstanding location great hong kong value executive class guest rooms miramar roomy well-appointed,",4,16236
"concerns stayed hotel cimabue 27th 28th july, blood splats smears walls rooms group stayed squashed mosquitos, 1 year old baby given cot reminded booked base feel metal frame matress, breakfast ran milk cereal stale crossaints, actually stayed hotel based feedback trip advisor previous guests, advice hotel closer centre florence avoid hotel,",1,10871
"excellent hilton hilton hotels variable quality standard hilton best stayed in.we visited hotel business pleasure, excellent hotel situated interesting area london, staff friendly helpful trained, rooms designed appointed, bathrooms spacious crabree evelyn toiletries provided acceptable, london bridge underground conveniently nearby, hotel convenient gatwick airport- 1 hour gatwick express tube, food excellent joy joys breakfast served 10.30am weekdays 11am weekends bonus, drinks bar expensive nice walks area ultra modern buildings architecture, overall pleasant experience,",5,19601
"extremely overrated, n't fooled partner stayed late september 08. truly ca n't understand raving salivating gushing reviews here.friends australia stayed rave thought got caught typhoon not hong kong.we booked wotif.com airport arrived 1 hour later did't booking, check-in girl true hong kong style aloof, opened laptop email recieved confirming booking paid did not satisfy, allowing come counter forward email web mail booking details payment confirmation hotel wait time user password internal office wif-fi hotel forward emial booking, satisfied legitimate booking proceeded fluff long time took details allocated room, manner talking phone calls posing posturing paying attention customer correct wrong n't hospitality business finally good 15-20 minutes got room, arrived room opened door given pokey substandard room did n't pay smelling carpet rundown cobbled bathroom just foul, went downstairs asked room actually paid fluffing given new room, time realised given limited mobility room moving decided stay questionable behaviour check-in staff restaurant staff rude food way priced careful not order freshly squeezed juice cost 100hk 17 aud crummy glass juice, partner sick did n't order food waitress got irritated proceeded up-sell bread dips chips drinks turn lieu partner not ordering minimum seat quota, check-out process story check-out lady interested talking helping checked airport point step focus check-out stop talking colleague frivolous life stay plenty hotels believe langham promotes modern hotels hong kong does n't free in-room wi-fi, star hotels stayed asia free room wi-fi hardly think langham promote latest greatest ordinary priced misleading 3.5 star best, bells whistles n't account compensate average service facilities n't fooled, spend money better experience,",2,16137
"slice heaven old san juan just arrived hours ago n't want leave, staff n't nicer tapas restaurant attached hotel fabulous, room roomy bathroom small large french doors looking catherdral ceiling fan flat sceen tv bose cd player, perfect location easy walk el morro sightseeing, gusto mucho,",5,2503
"sick dreadful beautiful island family 6 yr. 4yr, old just came july 7. read resort booking traveling read raving reviews, shocked, good bad outweighed good, eager just not case.the point like make dont anytime soon, family got sick 2nd night stayed sick trip, met people experienced thing, waiting test doctor sick, scared ecoli parasite, ruined trip, medical service not good, doctor property not educated opinion trying cover, quite bit traveling experienced, iam sick, scarey experience, complaints food awful, child friendly food, buffet smelt day, got old lots flies food.bath towels extremely hard cleaning not sanitary.the guest service desk not way eager, not claim entertainment, disappointed stick iberostar hotels.sherri,",1,16815
"great mini-vacation, husband spent 3 wonderful days sirenis cocotal resort surprise spur moment trip 50th birthday, great not worked better.checked apple vacations website sunday great price checked work schedules monday booked trip tuesday friday morning departure, booked mini vacation country fast before.since booked apple hotel transfers included thank goodness, little hour resort airport thought ride area enlightening say, granted, check quick smooth, iris representative desk incredible.i told husband__Ç_é_ birthday said care, got key room safe, read apple provides free, building f. close lobby building casino, not bad location, don__Ç_é_ think bad location resort, palladium resorts punta cana riviera maya that__Ç_é_ lot walking, breeze.a beautiful beach, no rocks coral clean, plenty chaises choose, water incredible, beach bar efficient knew second round drinks, enjoyed beautiful day beach, went buffet dinner good, typical all-inclusive resort food presented staff quick drinks clearing table.after dinner drinks lobby bar nice went theater, guess band playing people dancing, really nice fun, went disco/nightclub, not crowded guess early nice, stayed little watched lot people dancing, not loud, nice smaller resort, went casino, it__Ç_é_ small serves purpose.the morning went buffet breakfast good, staff quick coffee, food good decent selection variety, animation staff easy spot interested activities, got room iris sent bottle rum bottle champagne wonderful fruit tray room, nice touch, impressed.went steakhouse dinner say really disappointing trip, it__Ç_é_ hot no air-conditioning, really not enjoy dinner sweating cleaning nice dinner, worse men long pants, heat not bad mosquito problem, know caribbean it__Ç_é_ difficult enjoy dinner getting bit bugs, really funny waiter sprayed legs bug repellant right table, did help bug bites, just funny sprayed like dinner table, steak ok. reservations told receptionist husband__Ç_é_ birthday wonderful staff brought cake singing happy birthday spanish english, great, surprised cake wonderful, probably best dessert had.there beach bbq set everyday lunch burgers hotdogs chicken chops fries various items, nice.check monday morning snap time good breakfast apple bus came airport.all great resort, bathrooms clean, maids did wonderful job room morning, mini-fridge filled everyday, small coffee pot room safe iron ironing board, plenty closet space, grounds beautiful maintained, somebody cleaning trimming, person came pleasant nice atmosphere, food drinks good hungry thirsty, looking plan trip,",5,13003
"needs improvements just got trip punta cana july 9th july 16th, second trip punta cana time stayed barcelo bavaro palace, say disappointment, beach nice hotel room needs great improvement, smell humidity unbearable, entertainment not compared year, no music compared year merengue music constantly, service restaurants really bad, hotel short personnel, waiting long restaurants addition ask napkins silverware water time waiters waitresses did not placed table simply forgot ask, overall year palace really gone downhill, not plan year, really needs improved,",2,6059
"glamour south, ended southern island escaping cold winds north, ritzy hotel small city enjoyed stay night 2/17/05, big open air lobby large pool black sand beach water clear observed distance, interesting walk channel boardwalk, ponce european atmosphere-and cultural-lots museums.food service ok staff spoke english did, enjoyed stay,",4,3908
"loved argonaut husband recently traveled san francisco one-year old stayed lovely argonaut hotel.the minute stepped hotel felt boarding ship, hotel nautical theme classy not overstated, hotel appearance exceeded expectations looked exactly like pictures posted hotel site, read previous reviews hotel walls, room located floor hotel 4 stories high completely soundproof slept soundly night, caveat short enjoyable stay argonaut hotel food, ordered breakfast food bit bland not tasty, son wrinkled nose disgust tasting potatoes, no qualms argonaut recommend looking nice hotel bay, just prepared pay little pricey worth penny,",4,13268
"special hotel suprised decent hotel, careful leave water rooms open charged 5 dollers, loved rooms, noise stuff exspect holiday great location beach want town blue hawaii filmed bit walk, ok night u wan na bus taxi no problems thing service poor nealry went, thats spoils hawaii apart amasing place hotel,",5,6010
"pleasant surprise heart times square just got stay casablanca 4 nights, nothing nice things say hotel, staff outrageously nice helping details trip, usually stay lavish hotels somewhat concerned making choice staying casablanca, based tripadvisor decided try best choice, intimate hotel average new york hotel great service, room immaculate continental breakfast good, wine cheese break afternoon great touch, picky honestly not thing complain, jeffrey ian david names not know great highlly recommend lovely hotel,",5,1154
"good location price hotel apsis aranea walking distance ramblas good location money, staff helpful stored luggage weeks couldn__Ç_é_ car, lucky return barcelona stay,",4,14052
"posh resort trip started rocky, arrived best friend father told room available undetermined time, thankfully night minor glitch week amazing, beautiful beach pool, amazing food, older crowd 18 definitely not teenagers spoke english did make friends, nightlife resort non-existent, lobby bar shuts midnight people fun pub 15 people, great service beautiful resort definitely,",5,2789
"spotlees cool central stayed hotel principal 3 nights early september payed 70 euros night double room spottlessly clean, rooms ensuite hydro massage shower air-con flat screen tv, little small barcelona did n't spend time room, location great just tucked las ramblas church saint agusti, definately say,",4,10906
"great location reasonable price booked hotel secret hotel lastminute.com good value location, took bus airport 5 minutes walk plaza cataluyna bus stops, public areas pleasant hotel feels calm quiet despite busy location, staff fine not especially welcoming friendly not unpleasant, lift broken did not really make effort apologise help bags, room fine quite small bed like camp bed reasonably comfortable, bathroom modern clean powerful shower, decor room tatty easily improved.we did n't breakfast disproportionately expensive, locked luggage room useful boiler room hot careful leave,",3,9792
"outstanding excellent choice accommodation, difficult criticise, hotel need friendly staff excellent concierge service pool gym facilities, room stayed excellent extremely comfortable beds great view downtown boston, strongly recommend, 1st class,",5,1414
"great, new favorite sf hotel, minute trip landed san francisco no hotel reservation saturday night, 1am tried bargain places expensive booked.i just happened argonaut decided, gave better rate holiday inn, took minute feel super comfy, stayed drake w pricey sf hotels, stay, great location brand new nice gym excellent service staff.i liked nautical theme thought executed neat, older conservative guests not like beats generic hotel decor hands, try,",5,13232
"best singapore 5star hotels best singapore tallest hotel biggest rooms room balcony location good true mrt train station taxi stand shooping centre noway hotel beat location room size balcony staff good sevice smile,",5,15271
"severely overrated arrived hotel waited 15 minutes desk clerk phone, patient did n't matter, did ask staying business pleasure responded business, room 103 literally basement, cellar lame, did ask moved guy desk said n't available morning, little cellar hear ice machine running night hear purchasing vending machines hear cleaning people early morning, addition person sets-up breakfast station morning crowd come ice sounds like handful quarters dryer happened 4:30 5 a.m. addition creep factor staying basement noise went use hairdryer morning broken, did desk ask replied n't portable hairdryers, point really asked room, did room moved stuff 9th floor, odd room available 8 a.m. not night, did n't really believe guy desk night, new room lovely view definitely smoker__Ç_é_ room stale smoke smell, room fine morning staff far helpful, n't recommend staying cellar redeeming quality small patio, unfortunately 17 degrees outside completely unusable, i__Ç_é not 100 sure guy checked asked business pleasure gave noisiest room place, walked away believing simply jerk, lot hotels new york i__Ç_é stumped gets high marks, makes leery reviews people write recommend spending time searching settling place,",2,13682
"great service frustrating internet access, pros friendly helpful hotel staff clean rooms comfortable beds good on-site breakfast excellent appetizers comfortable lounge.cons just major pain hotel advertises speed internet access able access consulting service provider frustrating subsequent attempt, laptop able connect hotels zero problems, hotel needs upgrade add wireless capabilities,",2,7557
